시간,축구장_시간당발전량,학생회관_시간당발전량,중앙창고_시간당발전량,학사과정_시간당발전량,다산빌딩_시간당발전량,시설관리동_시간당발전량,대학C동_시간당발전량,동물실험동_시간당발전량,중앙도서관_시간당발전량,LG도서관_시간당발전량,신재생에너지동_시간당발전량,삼성환경동_시간당발전량,중앙연구기기센터_시간당발전량,산업협력관_시간당발전량,기숙사 B동_시간당발전량,자연과학동_시간당발전량
2023-08-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.2
2023-08-13 07:00:00,6.4,2.2,1.2,1.3,1.6,4.6,0.0,2.5,1.7,2.3,4.4,3.4,5.9,7.3,2.9,13.9
2023-08-13 08:00:00,20.9,7.9,4.5,4.4,4.3,15.7,0.0,6.2,4.1,5.4,10.0,9.3,16.5,15.7,7.7,49.3
2023-08-13 09:00:00,45.8,16.5,12.9,9.7,11.1,39.0,0.0,13.4,10.4,12.8,24.2,20.7,38.0,40.5,16.6,93.5
2023-08-13 10:00:00,74.5,21.9,16.0,14.3,17.1,60.9,0.0,19.9,14.9,21.2,37.4,30.9,60.9,60.8,24.3,122.1
2023-08-13 11:00:00,53.5,22.7,15.8,4.9,19.0,49.0,0.0,16.3,14.5,16.1,29.3,33.7,46.2,47.3,20.7,144.2
2023-08-13 12:00:00,94.0,26.6,18.3,8.1,15.0,76.8,0.0,10.6,20.9,28.7,46.0,17.3,31.9,33.1,33.4,167.6
2023-08-13 13:00:00,113.0,31.6,20.5,3.0,13.1,93.0,0.0,30.7,11.8,12.5,21.8,26.1,48.7,89.2,13.7,168.2
2023-08-13 14:00:00,58.2,8.1,5.4,7.6,8.8,22.9,0.0,10.6,7.2,10.0,20.3,14.3,27.6,60.7,31.7,165.1
2023-08-13 15:00:00,27.2,9.6,5.5,1.8,7.4,26.9,0.0,8.0,6.7,8.7,14.4,12.5,22.0,20.6,8.4,141.7
2023-08-13 16:00:00,28.2,14.4,8.3,3.7,10.5,42.9,0.0,9.5,11.3,15.0,18.9,16.4,29.0,29.8,14.6,116.6
2023-08-13 17:00:00,42.3,13.0,6.8,3.7,13.6,40.9,0.0,14.8,11.5,14.2,22.7,21.8,41.5,41.5,17.7,64.1
2023-08-13 18:00:00,8.2,2.9,1.6,0.7,2.7,7.7,0.0,3.3,2.4,3.0,5.8,5.0,9.1,9.6,4.0,53.0
2023-08-13 19:00:00,0.8,0.8,0.0,0.0,0.1,1.5,0.0,1.1,0.7,0.9,0.9,1.4,1.2,3.1,1.2,0.2
2023-08-13 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,-0.0,0.0,0.1169999999999999
2023-08-14 07:00:00,1.3,1.0,0.5,0.0,0.6,1.8,0.0,1.2,0.9,1.1,2.2,1.6,3.0,3.5,1.5,14.121999999999996
2023-08-14 08:00:00,18.0,6.4,4.3,4.1,5.2,15.7,0.0,6.1,4.6,6.3,10.9,9.0,16.6,18.0,7.7,36.136
2023-08-14 09:00:00,41.8,15.4,11.7,8.5,10.4,37.3,0.0,12.4,9.4,12.0,22.2,18.9,34.9,35.6,15.0,51.08300000000001
2023-08-14 10:00:00,67.1,20.5,14.8,12.7,16.2,54.0,0.0,19.2,14.9,19.6,35.5,28.3,51.9,55.2,14.2,96.18400000000008
2023-08-14 11:00:00,44.8,27.1,18.8,15.1,11.7,76.0,0.0,24.8,19.0,23.7,23.4,21.3,37.5,51.8,14.2,89.08200000000002
2023-08-14 12:00:00,91.5,27.8,18.9,17.9,24.8,81.9,0.0,13.0,21.8,30.2,48.3,43.3,80.9,79.3,33.5,105.21100000000004
2023-08-14 13:00:00,108.9,29.5,7.2,17.4,25.2,62.3,0.0,28.9,22.5,30.9,48.9,44.2,84.6,85.2,13.1,85.59799999999996
2023-08-14 14:00:00,99.0,26.2,17.0,16.5,24.3,81.6,0.0,27.0,20.9,29.0,45.9,41.4,78.4,80.5,33.3,118.67499999999998
2023-08-14 15:00:00,84.1,22.9,14.0,13.7,22.6,71.8,0.0,23.5,19.2,26.4,39.7,37.9,69.6,69.3,29.0,107.51900000000003
2023-08-14 16:00:00,63.1,18.9,10.4,10.8,19.1,60.8,0.0,19.6,16.0,21.1,34.0,31.1,57.6,56.4,24.6,95.93000000000002
2023-08-14 17:00:00,37.2,11.6,5.3,7.0,13.3,38.5,0.0,13.9,11.0,12.7,23.178999999999995,21.4,40.2,39.8,17.1,87.49000000000005
2023-08-14 18:00:00,12.6,3.7,1.6,2.7,5.3,15.2,0.0,5.7,4.7,4.6,10.981000000000003,8.5,16.4,16.2,7.2,34.27000000000001
2023-08-14 19:00:00,-0.3,0.5,0.0,0.0,0.2,0.7,0.0,0.9,0.6,0.6,10.371999999999984,0.0,0.8,2.4,1.0,9.138000000000003
2023-08-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.371999999999984,0.0,0.0,0.0,0.0,0.0
2023-08-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.371999999999984,0.0,0.0,0.0,0.0,0.0
2023-08-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.355999999999984,0.0,0.0,0.0,0.0,0.0
2023-08-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31599999999998,0.0,0.0,0.0,0.0,0.0
2023-08-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31599999999998,0.0,0.0,0.0,0.0,0.0
2023-08-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.331999999999985,0.0,0.0,0.0,0.0,0.0
2023-08-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.307999999999982,0.0,0.0,0.0,0.0,0.0
2023-08-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29999999999998,0.0,0.0,0.0,0.0,0.0
2023-08-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.307999999999982,0.0,0.0,0.0,0.0,0.0
2023-08-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29999999999998,0.0,0.0,0.0,0.0,0.0
2023-08-15 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.0,-0.0,10.29999999999998,0.0,0.0,0.0,-0.0,0.4310000000000001
2023-08-15 07:00:00,4.8,2.3,1.3,1.0,1.5,5.0,0.0,2.2,1.6,2.1,6.431999999999997,3.1,6.2,6.0,2.5,28.60800000000002
2023-08-15 08:00:00,19.3,8.1,5.7,3.4,3.7,18.5,0.0,5.4,5.4,6.1,11.184,6.9,12.4,15.0,6.2,33.621
2023-08-15 09:00:00,26.5,11.1,7.2,5.2,7.6,27.9,0.0,9.0,6.6,8.5,15.435999999999996,13.2,23.1,25.8,9.9,52.66200000000003
2023-08-15 10:00:00,73.0,23.0,17.4,5.4,17.8,63.4,0.0,10.1,13.9,19.5,32.748,29.1,35.6,23.4,10.8,98.45500000000004
2023-08-15 11:00:00,98.0,11.0,8.2,8.2,13.2,30.7,0.0,26.1,11.9,19.2,37.73799999999999,19.3,69.6,75.8,30.1,128.94600000000003
2023-08-15 12:00:00,34.7,9.5,6.5,4.6,9.3,26.1,0.0,10.9,8.2,11.7,19.358,15.6,32.2,30.3,14.9,123.55600000000013
2023-08-15 13:00:00,114.7,30.7,20.8,8.9,28.0,91.4,0.0,30.9,24.7,34.0,51.824000000000005,48.7,89.7,91.4,40.0,93.52900000000004
2023-08-15 14:00:00,107.9,30.5,19.6,8.7,28.5,92.3,0.0,29.9,24.3,33.3,49.988000000000014,48.0,89.0,89.7,36.8,99.624
2023-08-15 15:00:00,82.2,25.2,15.3,6.9,24.5,77.2,0.0,25.6,21.1,28.6,44.079999999999984,40.2,73.9,75.0,30.2,99.03599999999996
2023-08-15 16:00:00,63.4,18.3,10.4,5.2,19.2,59.2,0.0,19.4,16.4,21.1,34.113999999999976,30.3,58.1,55.9,25.6,96.29700000000008
2023-08-15 17:00:00,33.0,11.4,5.4,3.2,13.1,37.4,0.0,13.0,10.7,12.4,22.696999999999992,20.6,38.5,37.8,15.4,81.98699999999997
2023-08-15 18:00:00,13.0,3.5,1.5,1.3,5.2,15.1,0.0,6.1,5.0,4.9,11.463999999999992,8.7,16.6,17.2,8.1,29.27600000000001
2023-08-15 19:00:00,0.0,0.0,0.0,0.0,-0.2,-0.8,0.017,0.2,0.0,0.0,10.371999999999984,0.0,0.0,0.3,0.0,11.784
2023-08-15 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.371999999999984,0.0,0.0,0.0,0.0,0.0
2023-08-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.371999999999984,0.0,0.0,0.0,0.0,0.0
2023-08-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.371999999999984,0.0,0.0,0.0,0.0,0.0
2023-08-15 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.339999999999984,0.0,0.0,0.0,0.0,0.0
2023-08-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0
2023-08-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0
2023-08-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0
2023-08-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0
2023-08-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0
2023-08-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0
2023-08-16 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.1,0.0,0.0,10.3,0.0,0.0,0.2,-0.0,0.6
2023-08-16 07:00:00,5.4,2.4,1.5,1.2,1.4,5.0,0.0,2.3,1.6,2.1,13.0,3.2,5.7,6.5,2.8,8.8
2023-08-16 08:00:00,10.8,6.1,6.0,3.8,3.6,11.6,0.0,4.2,4.5,4.7,16.6,7.5,14.3,12.4,6.2,18.6
2023-08-16 09:00:00,48.2,17.7,13.5,10.5,11.4,40.4,0.0,14.2,10.9,9.5,29.7,22.2,41.4,41.1,18.1,48.5
2023-08-16 10:00:00,74.6,23.1,17.2,13.5,17.6,62.1,0.0,20.8,16.5,21.2,38.7,32.5,60.7,59.2,23.2,118.2
2023-08-16 11:00:00,100.8,27.5,19.9,2.0,23.4,80.6,0.0,25.5,21.2,28.9,35.8,41.3,58.0,22.8,10.8,149.9
2023-08-16 12:00:00,114.3,9.3,10.7,2.1,7.4,27.7,0.0,8.0,8.1,8.8,20.7,12.1,21.7,22.7,10.5,158.1
2023-08-16 13:00:00,81.8,29.1,17.2,8.1,18.7,78.4,0.0,28.9,19.7,29.8,44.9,36.2,60.5,85.6,33.1,171.9
2023-08-16 14:00:00,105.8,28.6,18.8,8.3,27.1,88.4,0.0,29.1,23.6,32.7,45.5,46.5,86.8,86.0,34.9,89.9
2023-08-16 15:00:00,66.3,11.5,7.4,5.8,11.5,32.4,0.0,25.8,15.3,17.6,26.4,17.6,38.0,57.2,27.5,150.0
2023-08-16 16:00:00,67.5,20.4,12.0,6.0,20.7,64.8,0.0,22.3,17.7,23.2,36.6,34.1,62.3,64.1,27.3,110.1
2023-08-16 17:00:00,35.7,11.9,5.4,3.2,13.6,40.7,0.0,13.6,11.3,12.9,23.3,21.5,40.1,38.0,17.2,48.5
2023-08-16 18:00:00,10.0,2.9,1.2,1.2,5.4,13.8,0.0,6.0,4.9,4.4,11.358999999999996,8.9,17.2,16.9,7.5,19.4
2023-08-16 19:00:00,-0.9,0.0,0.0,0.0,-0.0,-0.3,0.0129999999999999,0.5,0.0,0.0,6.348000000000012,0.0,0.2,0.9,0.0,3.6
2023-08-16 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.293000000000011,0.0,0.0,0.0,0.0,0.0
2023-08-16 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.688000000000011,0.0,0.0,0.0,0.0,0.0
2023-08-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1830000000000105,0.0,0.0,0.0,0.0,0.0
2023-08-16 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63300000000001,0.0,0.0,0.0,0.0,0.0
2023-08-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
2023-08-17 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
2023-08-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
2023-08-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
2023-08-17 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
2023-08-17 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
2023-08-17 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.0,0.0,5.6,0.0,0.0,0.1,0.0,1.0
2023-08-17 07:00:00,5.8,2.8,2.0,1.5,1.9,5.7,0.0,2.4,1.8,2.2,8.5,3.4,6.2,6.8,2.8,5.5
2023-08-17 08:00:00,24.4,7.9,5.3,4.3,5.8,19.6,0.0,7.2,5.2,6.8,14.3,10.2,18.7,17.9,7.7,8.7
2023-08-17 09:00:00,45.9,14.8,10.6,6.8,9.8,37.5,0.0,12.7,8.9,11.3,20.7,18.3,32.8,36.8,16.6,21.8
2023-08-17 10:00:00,41.4,13.5,10.0,9.2,11.2,36.4,0.0,12.9,10.5,13.9,23.1,20.8,38.0,35.8,16.8,21.8
2023-08-17 11:00:00,29.1,10.8,8.4,4.8,10.0,32.3,0.0,15.3,11.2,15.9,24.1,17.1,39.5,44.9,16.4,42.4
2023-08-17 12:00:00,23.6,11.8,9.0,2.3,7.4,32.6,0.0,6.9,7.0,11.8,16.6,11.1,21.1,19.2,8.8,61.7
2023-08-17 13:00:00,37.9,31.6,21.3,7.0,28.0,94.5,0.0,31.3,24.7,34.6,47.4,49.1,90.1,45.6,29.3,0.0
2023-08-17 14:00:00,102.3,27.5,16.8,1.3,6.2,80.6,0.0,7.0,5.3,7.1,14.2,10.2,18.2,19.9,7.6,50.5
2023-08-17 15:00:00,91.5,25.2,16.0,7.0,24.9,79.8,0.0,26.9,21.0,29.4,46.1,42.5,79.5,78.4,32.0,23.7
2023-08-17 16:00:00,20.6,7.4,4.5,2.1,7.1,21.8,0.0,7.7,13.0,12.1,15.947999999999997,11.6,21.6,21.3,10.0,0.8
2023-08-17 17:00:00,21.6,6.2,3.1,1.0,4.8,16.9,0.0,5.3,4.3,5.4,10.388999999999996,8.1,14.4,11.5,4.6,-0.2
2023-08-17 18:00:00,0.5,0.4,0.0,0.0,0.2,0.6,0.0,0.9,0.5,0.4,4.4779999999999935,0.0,0.8,2.7,0.9,-0.4
2023-08-17 19:00:00,-1.0,0.3,0.0,0.0,-0.1,-0.1,0.0,0.5,0.0,0.0,4.4779999999999935,0.0,0.2,1.0,0.4,0.8
2023-08-17 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5539999999999963,0.0,0.0,0.0,0.0,0.0
2023-08-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8619999999999934,0.0,0.0,0.0,0.0,0.0
2023-08-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7849999999999953,0.0,0.0,0.0,0.0,0.0
2023-08-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5539999999999963,0.0,0.0,0.0,0.0,0.0
2023-08-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0
2023-08-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0
2023-08-18 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0
2023-08-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0
2023-08-18 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0
2023-08-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0
2023-08-18 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.0,-0.1,3.4,0.0,-0.2,0.1,0.0,3.034999999999999
2023-08-18 07:00:00,4.9,2.4,1.6,1.3,1.4,5.1,0.0,2.0,1.7,2.3,6.3,3.2,5.8,5.6,2.6,18.90199999999999
2023-08-18 08:00:00,21.8,9.6,5.1,5.9,4.3,17.0,0.0,6.9,4.8,5.6,12.4,10.4,19.3,20.6,6.1,19.77800000000001
2023-08-18 09:00:00,47.2,16.9,13.6,9.2,11.2,40.1,0.0,14.0,10.9,13.4,22.2,21.7,40.3,37.2,17.3,43.22800000000005
2023-08-18 10:00:00,72.4,22.4,16.7,12.5,16.9,60.0,0.0,19.6,15.7,20.3,29.2,31.4,53.8,55.0,24.2,31.283000000000012
2023-08-18 11:00:00,96.9,26.2,18.9,4.8,6.8,73.1,0.0,16.0,19.8,26.6,18.6,11.5,21.8,26.3,31.6,53.88300000000001
2023-08-18 12:00:00,102.3,30.6,20.1,1.8,6.8,89.4,0.0,7.4,20.4,22.8,13.2,11.3,20.3,22.1,9.2,39.72200000000002
2023-08-18 13:00:00,23.8,7.2,4.6,1.7,7.0,20.4,0.0,7.0,9.2,23.5,13.4,11.2,20.0,19.8,8.5,42.58399999999999
2023-08-18 14:00:00,106.1,23.1,14.5,9.1,25.4,76.3,0.0,30.6,22.8,32.0,43.6,42.7,87.8,90.4,37.8,44.93699999999999
2023-08-18 15:00:00,26.3,8.9,6.0,2.5,8.6,26.3,0.0,9.4,7.3,9.8,15.8,14.0,26.4,28.9,15.4,52.42899999999999
2023-08-18 16:00:00,26.1,8.1,4.7,2.1,6.9,22.4,0.0,7.9,6.1,8.2,13.7,11.9,21.7,21.6,9.3,42.33800000000002
2023-08-18 17:00:00,1.1,0.9,0.4,0.0,0.7,0.0,0.0,1.3,0.8,0.9,4.4779999999999935,1.6,2.9,3.8,1.3,33.131
2023-08-18 18:00:00,5.2,2.5,1.6,0.8,1.7,5.3,0.011,2.6,1.9,2.5,9.546999999999992,3.6,6.9,7.5,3.5,30.66200000000002
2023-08-18 19:00:00,0.7,0.8,0.0,0.0,0.3,1.2,0.0,1.0,0.7,0.8,4.4779999999999935,0.0,1.0,2.7,1.1,16.115999999999993
2023-08-18 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5539999999999963,0.0,0.0,0.0,0.0,0.3639999999999998
2023-08-18 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.630999999999996,0.0,0.0,0.0,0.0,0.0
2023-08-18 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.476999999999997,0.0,0.0,0.0,0.0,0.0
2023-08-18 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7849999999999953,0.0,0.0,0.0,0.0,0.0
2023-08-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.169999999999995,0.0,0.0,0.0,0.0,0.0
2023-08-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.246999999999995,0.0,0.0,0.0,0.0,0.0
2023-08-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399999999999997,0.0,0.0,0.0,0.0,0.0
2023-08-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399999999999997,0.0,0.0,0.0,0.0,0.0
2023-08-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.476999999999997,0.0,0.0,0.0,0.0,0.0
2023-08-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399999999999997,0.0,0.0,0.0,0.0,0.0
2023-08-19 06:00:00,0.0,0.0,0.0,0.0,-0.1,0.0,0.002,0.1,-0.0,0.0,3.399999999999997,0.0,0.0,0.1,-0.0,22.13500000000001
2023-08-19 07:00:00,7.6,2.6,2.5,0.6,1.6,5.1,0.0,2.6,1.6,2.0,9.781999999999996,3.2,5.8,7.0,2.5,23.143999999999995
2023-08-19 08:00:00,21.1,7.9,6.3,5.8,5.0,18.8,0.0,6.7,5.0,6.7,12.28,9.1,16.8,20.4,9.4,21.166000000000004
2023-08-19 09:00:00,23.9,6.5,4.8,11.5,5.3,15.3,0.0,13.5,5.0,8.0,14.093000000000002,10.2,21.2,39.7,19.8,58.76199999999999
2023-08-19 10:00:00,72.6,21.5,16.0,13.9,16.7,57.9,0.0,10.7,15.2,20.1,35.55599999999998,30.4,58.7,57.5,24.2,40.28299999999999
2023-08-19 11:00:00,99.8,27.3,19.7,7.7,23.5,77.2,0.0,9.4,20.6,28.1,45.589000000000006,41.4,76.8,69.6,29.0,26.261999999999997
2023-08-19 12:00:00,114.5,14.9,13.8,2.5,11.4,58.0,0.0,10.8,8.9,11.9,20.978000000000005,19.7,33.2,27.9,10.8,40.299
2023-08-19 13:00:00,106.4,32.5,21.8,5.9,30.4,95.6,0.0,11.6,24.5,34.3,54.323,48.3,98.6,45.5,21.1,20.026000000000007
2023-08-19 14:00:00,26.9,26.8,15.1,7.8,22.9,83.1,0.8030000000000002,28.2,19.3,16.3,40.85500000000001,37.7,73.3,82.7,0.4,39.04199999999999
2023-08-19 15:00:00,67.6,11.7,13.1,2.2,11.1,44.8,0.0,10.5,15.1,17.6,24.204,16.9,29.0,30.4,11.0,31.573
2023-08-19 16:00:00,48.1,22.0,12.7,4.2,17.6,67.8,0.0,16.5,16.6,23.0,33.39599999999997,28.0,51.8,53.9,26.5,24.323
2023-08-19 17:00:00,34.1,11.6,5.6,3.0,13.1,39.4,0.0,12.9,10.4,12.2,22.408,20.4,37.8,36.1,15.9,34.45200000000002
2023-08-19 18:00:00,9.2,3.5,1.8,1.0,3.4,9.9,0.0,4.1,3.6,4.2,8.095000000000002,5.9,10.9,11.5,5.8,40.751000000000026
2023-08-19 19:00:00,-1.4,0.2,0.0,0.0,-0.0,-0.2,0.0,0.5,0.0,0.0,4.305999999999994,0.0,0.3,1.4,0.5,5.804000000000002
2023-08-19 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.305999999999994,0.0,0.0,0.0,0.0,0.0
2023-08-19 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.305999999999994,0.0,0.0,0.0,0.0,0.0
2023-08-19 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.305999999999994,0.0,0.0,0.0,0.0,0.0
2023-08-19 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.226999999999993,0.0,0.0,0.0,0.0,0.0
2023-08-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.226999999999993,0.0,0.0,0.0,0.0,0.0
2023-08-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.357999999999993,0.0,0.0,0.0,0.0,0.0
2023-08-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199999999999994,0.0,0.0,0.0,0.0,0.0
2023-08-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199999999999994,0.0,0.0,0.0,0.0,0.0
2023-08-20 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199999999999994,0.0,0.0,0.0,0.0,0.0
2023-08-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199999999999994,0.0,0.0,0.0,0.0,0.0
